,company,id,year,net_sales,op_profit_ebit,prof_after_net_fin_items,results,fixed_assets,current_assets,lt_liabilities,curr_liabilities,revenue,num_employes,op_prof_ebitda,prof_margin,gross_prof,quick_ratio,default,actual_status,date,Blanks
13,191919 Bolag 20209 AB,5567530182,2017,12428,-2720,-2572,-2572,1624,2460,850,1272,12464,4,-2619,-1.0,-0.0229,1.8616,0,Inactive,2017-12-31,0
14,191919 Bolag 20209 AB,5567530182,2016,20145,144,4076,4076,2426,6429,850,2896,20197,6,240,0.203299999999999,0.1846,1.6878,0,Inactive,2016-12-31,0
15,191919 Bolag 20209 AB,5567530182,2015,15228,-518,-528,-528,1179,4283,900,3529,15277,6,-416,-1.0,0.2562,0.8543,0,Inactive,2015-12-31,0
16,191919 Bolag 20209 AB,5567530182,2014,12609,511,1571,1867,1280,4115,1000,1885,12887,5,613,0.1253,0.3262,1.1369,0,Inactive,2014-12-31,0
17,191919 Bolag 20209 AB,5567530182,2013,12580,1172,1188,657,264,3167,0,2072,12580,5,1251,0.0948,0.3424,1.5285,0,Inactive,2013-12-31,0
18,191919 Bolag 20209 AB,5567530182,2012,13672,860,712,335,300,3164,0,2692,13672,5,974,0.064,0.2999,1.1753,0,Inactive,2012-12-31,0
19,191919 Bolag 20209 AB,5567530182,2011,14591,115,104,71,507,1796,0,1990,14591,5,222,0.008,0.252,0.9025,0,Inactive,2011-12-31,0
20,191919 Bolag 20209 AB,5567530182,2010,14417,-662,-185,57,311,5564,0,5513,14417,5,-574,-1.0,0.171,1.0093,0,Inactive,2010-12-31,0
21,1x2 Bygg i Sydost AB,5568298904,2018,7271,514,514,355,0,2368,0,1002,7271,5,516,0.0707,0.539099999999999,2.3633,0,Active,2018-12-31,0
22,1x2 Bygg i Sydost AB,5568298904,2017,9745,1388,1386,789,2,2950,0,1496,9745,7,1396,0.1424,0.5661,1.9719,0,Active,2017-12-31,0
23,1x2 Bygg i Sydost AB,5568298904,2016,8683,185,167,159,39,2646,0,2226,8683,7,251,0.0213,0.4732,1.1608,0,Active,2016-12-31,0
24,1x2 Bygg i Sydost AB,5568298904,2015,12470,298,287,224,105,2859,0,2421,12492,7,386,0.0239,0.3614,1.1809,0,Active,2015-12-31,0
25,1x2 Bygg i Sydost AB,5568298904,2014,9957,134,114,170,194,2390,0,2109,9957,7,221,0.0135,0.4225,0.9483,0,Active,2014-12-31,0
26,1x2 Bygg i Sydost AB,5568298904,2013,8639,339,315,181,210,2256,0,1848,8742,6,410,0.0392,0.4195,1.22079999999999,0,Active,2013-12-31,0
27,1x2 Bygg i Sydost AB,5568298904,2012,7840,395,375,191,242,1922,0,1603,7890,4,461,0.0504,0.4392,1.199,0,Active,2012-12-31,0
28,1x2 Bygg i Sydost AB,5568298904,2011,4766,447,441,192,307,1515,0,1406,4790,3,469,0.0938,0.4499,0.8784,0,Active,2011-12-31,0
29,2 Byggrabbar AB,5567986970,2019,16828,795,103,65,354,4633,150,4312,16847,13,935,0.0472,0.535799999999999,1.0223,0,Active,2019-12-31,0
30,2 Byggrabbar AB,5567986970,2018,26772,1007,223,158,493,4568,170,4432,26796,12,1139,0.0377,0.3514,0.9912,0,Active,2018-12-31,0
31,2 Byggrabbar AB,5567986970,2017,13423,857,338,312,272,2460,20,2291,13475,11,967,0.0638,0.59,0.9865,0,Active,2017-12-31,0
32,2 Byggrabbar AB,5567986970,2016,9660,395,4,4,241,1828,10,1949,9660,9,508,0.0409,0.6305,0.7594,0,Active,2016-12-31,0
33,2 Byggrabbar AB,5567986970,2015,9540,260,5,5,274,1503,0,1671,9603,9,356,0.0275,0.5603,0.7463,0,Active,2015-12-31,0
34,2 Byggrabbar AB,5567986970,2014,12548,-405,-437,-437,418,1532,67,1782,12721,10,-303,-1.0,0.3947,0.7783,0,Active,2014-12-31,0
35,2 Byggrabbar AB,5567986970,2013,12090,477,237,167,432,2510,185,2339,12090,10,576,0.0395,1.0,1.0021,0,Active,2013-12-31,0
36,2 Byggrabbar AB,5567986970,2012,7873,443,147,100,539,1714,307,1696,8035,15,539,0.0562999999999999,0.7798,0.9145,0,Active,2012-12-31,0
37,2 Byggrabbar AB,5567986970,2011,9073,332,81,50,484,1061,303,1092,9073,10,436,0.0366,0.7554,0.8397,0,Active,2011-12-31,0
38,2 Snickare Sverige AB,5569554636,2018,7476,528,523,407,316,1377,0,1385,7476,2,552,0.0706,0.344,0.9942,0,Active,2018-12-31,0
39,2 Snickare Sverige AB,5569554636,2017,5667,127,60,60,75,1304,0,1478,5667,2,154,0.0224,0.315,0.8823,0,Active,2017-12-31,0
40,2 Snickare Sverige AB,5569554636,2016,3907,-80,-119,-119,121,656,0,936,3907,2,-52,-1.0,0.301,0.7009,0,Active,2016-12-31,0
41,2 Snickare Sverige AB,5569554636,2015,250,-84,-84,-84,54,3,0,97,250,1,-82,-1.0,0.1,0.0308999999999999,0,Active,2015-12-31,0
42,2 x Larsson MÃ¥leri och Design AB,5568301450,2019,5012,754,754,421,104,1296,0,456,5040,2,780,0.150399999999999,0.461499999999999,2.8421,0,Active,2019-12-31,0
43,2 x Larsson MÃ¥leri och Design AB,5568301450,2018,5167,-244,-244,-34,185,541,0,391,5178,2,-185,-1.0,0.2816,1.3836,0,Active,2018-12-31,0
44,2 x Larsson MÃ¥leri och Design AB,5568301450,2017,6186,353,351,186,220,977,0,507,6238,2,401,0.0571,0.3317,1.92699999999999,0,Active,2017-12-31,0
45,2 x Larsson MÃ¥leri och Design AB,5568301450,2016,4822,55,52,81,120,887,33,470,4830,2,98,0.0113999999999999,0.3144,1.8872,0,Active,2016-12-31,0
46,2 x Larsson MÃ¥leri och Design AB,5568301450,2015,3022,270,264,148,164,764,33,360,3054,2,316,0.0892999999999999,0.5632,2.1222,0,Active,2015-12-31,0
47,2 x Larsson MÃ¥leri och Design AB,5568301450,2014,3397,199,199,112,62,1184,67,812,3405,2,227,0.0586,1.0,1.4581,0,Active,2014-12-31,0
48,2 x Larsson MÃ¥leri och Design AB,5568301450,2013,2227,218,218,108,74,553,0,374,2227,2,234,0.0978999999999999,1.0,1.4786,0,Active,2013-12-31,0
49,2 x Larsson MÃ¥leri och Design AB,5568301450,2012,1993,-11,-12,-15,44,243,0,252,2014,1,0,-1.0,1.0,0.9643,0,Active,2012-12-31,0
50,2:a HjÃ¤lpen AB,5569584898,2018,11142,905,903,691,84,2421,0,1740,11250,23,936,0.0812,0.8311,1.3914,1,Inactive,2018-12-31,0
51,2:a HjÃ¤lpen AB,5569584898,2017,8485,241,235,235,79,617,0,622,8485,7,265,0.0283999999999999,0.696299999999999,0.992,0,Inactive,2017-12-31,0
52,2:a HjÃ¤lpen AB,5569584898,2016,5570,-280,-291,-291,62,466,69,620,5570,7,-265,-1.0,0.8181,0.751599999999999,0,Inactive,2016-12-31,0
53,2:a HjÃ¤lpen AB,5569584898,2015,619,57,57,44,0,236,0,106,619,2,57,0.0921,0.7528,2.2264,0,Inactive,2015-12-31,0
54,2:a HjÃ¤lpen AB,5569584898,2014,318,38,37,26,0,107,0,21,318,2,38,0.1195,0.8962,5.0952,0,Inactive,2014-12-31,0
55,2312 Competens AB,5566352679,2019,3438,210,207,204,69,1186,0,948,3438,1,228,0.0611,0.4302,1.2511,0,Active,2019-12-31,0
56,2312 Competens AB,5566352679,2018,4799,174,145,100,71,876,0,843,4799,1,197,0.0375,0.4053,0.8695,0,Active,2018-12-31,0
57,2312 Competens AB,5566352679,2017,6374,186,169,169,94,1119,0,1208,6374,1,215,0.0293,0.3039,0.926299999999999,0,Active,2017-12-31,0
58,2312 Competens AB,5566352679,2016,6700,584,562,472,63,905,0,1132,6700,1,606,0.0872,0.3224,0.7491,0,Active,2016-12-31,0
59,2312 Competens AB,5566352679,2015,5591,50,8,8,56,440,0,1133,5591,0,66,0.0089,0.2601,0.3883,0,Active,2015-12-31,0
60,2312 Competens AB,5566352679,2014,4705,-52,-71,-71,49,1082,95,1680,4718,1,-10,-1.0,0.2123,0.3214,0,Active,2014-12-31,0
61,2312 Competens AB,5566352679,2013,5767,-6,-14,-14,137,1427,614,1522,5777,1,41,-1.0,0.2261,0.7365,0,Active,2013-12-31,0
62,2312 Competens AB,5566352679,2012,6810,-298,-316,-316,196,1855,0,2610,6810,1,-249,-1.0,0.1941,0.5483,0,Active,2012-12-31,0
63,2312 Competens AB,5566352679,2011,6307,267,243,243,493,648,0,1384,6336,1,313,0.0425,0.305199999999999,0.4682,0,Active,2011-12-31,0
64,2312 Competens AB,5566352679,2010,4753,-589,-599,-599,195,677,218,1140,4753,1,-540,-1.0,0.2943,0.5939,0,Active,2010-12-31,0
65,24 RÃ¶r Jour AB,5569437493,2018,25748,1519,1510,850,1531,7210,42,6173,25803,12,1836,0.0592,0.6364,0.9551,0,Active,2018-12-31,0
66,24 RÃ¶r Jour AB,5569437493,2017,22651,1694,1633,1333,768,5004,180,3859,22988,12,1915,0.0749,0.7582,1.0992,0,Active,2017-12-31,0
67,24 RÃ¶r Jour AB,5569437493,2016,18297,-2270,-2479,-1497,816,5475,260,5657,18494,10,-2074,-1.0,0.660799999999999,0.8443,0,Active,2016-12-31,0
68,24 RÃ¶r Jour AB,5569437493,2015,17695,2052,2016,1071,995,7842,700,5135,17715,15,2321,0.1172,1.0,1.1521,0,Active,2015-12-31,0
69,24 RÃ¶r Jour AB,5569437493,2014,8052,1392,1393,779,354,3601,0,2619,8052,5,1479,0.173099999999999,0.679099999999999,1.1619,0,Active,2014-12-31,0
70,24 RÃ¶r Jour AB,5569437493,2013,318,53,53,40,90,612,350,182,318,1,58,0.1667,1.0,1.82419999999999,0,Active,2013-12-31,0
71,247 BetongHÃ¥ltagning AB,5590795919,2019,7401,-229,-231,-93,125,1690,0,954,7503,7,-186,-1.0,0.8226,1.7715,0,Active,2019-12-31,0
72,247 BetongHÃ¥ltagning AB,5590795919,2018,10755,-141,-149,-69,438,2904,173,2077,10791,11,-29,-1.0,0.701,1.39819999999999,0,Active,2018-12-31,0
73,247 BetongHÃ¥ltagning AB,5590795919,2017,7657,1436,1433,850,418,2435,252,1360,7685,5,1485,0.1875,0.7613,1.7904,0,Active,2017-12-31,0
74,257 Arena AB,5567881551,2019,21857,629,235,235,11101,4621,7138,5563,21911,1,1508,0.0288,0.3859,0.7429,0,Active,2019-12-31,0
75,257 Arena AB,5567881551,2018,14948,-284,-490,-490,9353,2349,7138,4459,15437,1,605,-1.0,0.283,0.3059,0,Active,2018-12-31,0
76,257 Arena AB,5567881551,2017,24067,733,687,0,9293,767,8767,1089,24067,1,2824,0.0305,0.2502,0.7043,0,Active,2017-12-31,0
77,257 Arena AB,5567881551,2016,2991,342,290,8,12223,1123,12779,364,2991,0,2180,0.1143,1.0,3.0852,0,Active,2016-12-31,0
78,257 Arena AB,5567881551,2015,4180,-1198,-1230,-1,8509,6686,14277,723,4180,0,375,-1.0,0.9065,9.2476,0,Active,2015-12-31,0
79,257 Arena AB,5567881551,2014,2799,-343,-380,-2,18052,295,17390,759,6068,0,2523,-1.0,-0.1711,0.3887,0,Active,2014-12-31,0
80,257 Arena AB,5567881551,2012,12054,761,551,3,24587,1523,16167,6503,12054,1,3813,0.0630999999999999,1.0,0.2342,0,Active,2012-12-31,0
81,257 Arena AB,5567881551,2011,8835,781,870,1,11368,760,8000,3165,8835,1,2201,0.1235,1.0,0.2016,0,Active,2011-12-31,0
82,257 Arena AB,5567881551,2010,1650,370,-3,-3,10620,6060,9500,7083,1650,1,466,-1.0,1.0,0.8556,0,Active,2010-12-31,0
83,2958 SÃ¶derstadens Byggentreprenad AB,5569349045,2019,9669,-117,-167,49,60,4625,958,3575,9669,5,-95,-1.0,0.3383,1.2937,0,Active,2019-12-31,0
84,2958 SÃ¶derstadens Byggentreprenad AB,5569349045,2018,9508,-135,-166,49,72,3381,990,2360,9557,6,-109,-1.0,0.4436,1.43259999999999,0,Active,2018-12-31,0
85,2958 SÃ¶derstadens Byggentreprenad AB,5569349045,2017,10298,278,232,169,64,2868,0,1751,10341,5,296,0.027,0.3588,1.6379,0,Active,2017-12-31,0
86,2958 SÃ¶derstadens Byggentreprenad AB,5569349045,2016,10100,-66,-115,2,64,1856,776,1088,10100,4,-49,-1.0,0.3069,1.7059,0,Active,2016-12-31,0
87,2958 SÃ¶derstadens Byggentreprenad AB,5569349045,2015,9154,58,8,2,9,2154,882,1212,9154,4,60,0.0063,0.304,1.7772,0,Active,2015-12-31,0
88,2958 SÃ¶derstadens Byggentreprenad AB,5569349045,2014,9221,173,113,2,0,2229,594,1528,9221,2,173,0.0187999999999999,0.187199999999999,1.45879999999999,0,Active,2014-12-31,0
89,2B Bygg AB,5590713102,2019,11009,994,899,407,4032,2282,1936,2896,11022,3,1320,0.0902999999999999,0.371899999999999,0.787999999999999,0,Active,2019-12-31,0
90,2B Bygg AB,5590713102,2018,6688,955,935,543,2780,1745,1867,1451,6688,1,1110,0.142799999999999,0.326599999999999,1.2026,0,Active,2018-12-31,0
91,2B Bygg AB,5590713102,2017,4858,923,916,487,425,1642,322,917,4858,1,987,0.1902,0.3143,1.7906,0,Active,2017-12-31,0
92,2Concrete Betongteknik AB,5567229991,2019,39484,7137,7140,4250,3364,11602,0,5508,39782,13,7683,0.1816,0.5519,2.1064,0,Active,2019-12-31,0
93,2Concrete Betongteknik AB,5567229991,2018,26393,3338,3285,2077,2595,8653,867,5054,26668,11,3791,0.1265,0.5633,1.7121,0,Active,2018-12-31,0
94,2Concrete Betongteknik AB,5567229991,2017,17162,333,271,218,2806,3772,1337,2202,17355,11,778,0.0194,0.5568,1.713,0,Active,2017-12-31,0
95,2Concrete Betongteknik AB,5567229991,2016,20538,137,61,100,3206,4092,987,3468,20610,11,644,0.0067,0.544,1.1799,0,Active,2016-12-31,0
96,2Concrete Betongteknik AB,5567229991,2015,19689,1688,1595,996,3293,4793,1571,2888,19689,10,2107,0.0857,0.5798,1.6596,0,Active,2015-12-31,0
97,2Concrete Betongteknik AB,5567229991,2014,19206,593,503,287,3340,3200,1357,2460,19234,9,1011,0.0308999999999999,0.5423,1.3008,0,Active,2014-12-31,0
98,2Concrete Betongteknik AB,5567229991,2013,17573,944,910,496,2984,3478,1463,2484,17694,9,1225,0.0538,0.5092,1.3865,0,Active,2013-12-31,0
99,2Concrete Betongteknik AB,5567229991,2012,14251,1101,1106,609,486,2933,0,1627,14251,6,1336,0.0776,0.4288,1.6238,0,Active,2012-12-31,0
100,2Concrete Betongteknik AB,5567229991,2011,10927,417,413,235,374,2488,0,1763,10927,7,587,0.0382,0.4528,1.4112,0,Active,2011-12-31,0
101,2Concrete Betongteknik AB,5567229991,2010,8020,386,389,193,464,1565,0,1072,8059,7,540,0.0487999999999999,0.5778,1.4599,0,Active,2010-12-31,0
102,2Electrify AB,5569522203,2019,22491,676,676,378,229,5234,0,3049,22974,15,757,0.0301,0.4122,1.5057,0,Active,2019-12-31,0
103,2Electrify AB,5569522203,2018,14506,1285,1284,741,144,3296,0,1384,14587,10,1355,0.0886,0.4757,2.2962,0,Active,2018-12-31,0
104,2Electrify AB,5569522203,2017,7713,295,292,225,213,2202,0,1426,7740,6,365,0.0382,0.5006,1.50909999999999,0,Active,2017-12-31,0
105,2Electrify AB,5569522203,2016,4623,691,685,506,283,1303,0,631,4623,2,761,0.1495,0.537999999999999,1.9842,0,Active,2016-12-31,0
106,2Electrify AB,5569522203,2015,2206,195,189,107,353,491,91,305,2206,1,246,0.0883999999999999,0.4977,1.3148,0,Active,2015-12-31,0
107,2Electrify AB,5569522203,2014,834,297,297,177,28,427,0,157,834,1,300,0.356099999999999,0.5875,2.5732,0,Active,2014-12-31,0
108,2nd Planet AB,5567148720,2018,31523,3719,3514,2602,975,12697,0,4589,31605,5,4001,0.118,0.3428,2.2105,0,Active,2018-12-31,0
109,2nd Planet AB,5567148720,2017,27788,2626,2405,2128,1225,16586,0,9484,28199,6,2772,0.0944999999999999,0.3273,1.3374,0,Active,2017-12-31,0
110,2nd Planet AB,5567148720,2016,26870,2807,2827,1918,262,17001,0,8815,27425,6,2922,0.1151,0.3388,1.5277,0,Active,2016-12-31,0
111,2nd Planet AB,5567148720,2015,32909,3456,3275,1910,1224,15231,0,8368,33677,6,3568,0.1059,0.3182,1.2407,0,Active,2015-12-31,0
112,2nd Planet AB,5567148720,2014,27293,4513,4244,2471,1149,18991,0,12261,28186,5,4635,0.1673,0.3715,1.1851,0,Active,2014-12-31,0
113,2nd Planet AB,5567148720,2013,25541,4253,3876,2241,461,15998,0,9207,26477,5,4365,0.1682,0.3705,1.3169,0,Active,2013-12-31,0
114,2nd Planet AB,5567148720,2012,29017,4141,3965,2138,393,16587,0,9958,29815,5,4181,0.1442,0.3392,1.31759999999999,0,Active,2012-12-31,0
115,2nd Planet AB,5567148720,2011,32497,6191,6108,3367,168,16100,0,9436,33105,4,6224,0.1916,0.3525,1.4543,0,Active,2011-12-31,0
116,2nd Planet AB,5567148720,2010,13066,2102,1963,1071,174,5031,0,3272,13194,3,2128,0.1609,0.318299999999999,1.0611,0,Active,2010-12-31,0
117,2nd Planet AB,5567148720,2009,2126,314,314,164,151,2398,0,2193,2126,1,322,0.1477,0.3156,0.787,0,Active,2009-12-31,0
118,3 E Bygg Aktiebolag,5566343371,2019,2312,88,80,80,42,395,2,252,2322,1,100,0.0381,0.4598,1.3413,0,Active,2019-12-31,0
119,3 E Bygg Aktiebolag,5566343371,2018,4078,-92,-97,-97,54,473,50,473,4095,2,-80,-1.0,0.327899999999999,0.8541,0,Active,2018-12-31,0
120,3 E Bygg Aktiebolag,5566343371,2017,6438,84,79,59,66,559,26,439,6438,2,96,0.013,0.294,1.1663,0,Active,2017-12-31,0
121,3 E Bygg Aktiebolag,5566343371,2016,13268,-33,-61,82,78,710,15,574,13268,2,-21,-1.0,0.1326,1.13239999999999,0,Active,2016-12-31,0
122,3 E Bygg Aktiebolag,5566343371,2015,3580,821,706,426,90,6778,646,5524,3623,2,833,0.2293,0.6249,0.102799999999999,0,Active,2015-12-31,0
123,3 E Bygg Aktiebolag,5566343371,2014,3643,254,249,183,114,3807,3187,452,3643,2,282,0.0697,0.5196,1.2235,0,Active,2014-12-31,0
124,3 E Bygg Aktiebolag,5566343371,2013,5520,-149,-158,-65,95,3273,2321,949,5520,3,-140,-1.0,0.305799999999999,1.0495,0,Active,2013-12-31,0
125,3 E Bygg Aktiebolag,5566343371,2012,3635,37,33,1,31,515,2,347,3636,2,55,0.0102,1.0,1.3602,0,Active,2012-12-31,0
126,3 E Bygg Aktiebolag,5566343371,2011,4549,329,305,152,49,1265,0,966,4552,2,347,0.0723,0.4216,1.265,0,Active,2011-12-31,0
127,3 E Bygg Aktiebolag,5566343371,2010,4336,97,94,73,66,2844,440,2338,4337,2,115,0.0224,0.3762,0.2566,0,Active,2010-12-31,0
128,3 Kyl & Vent. Aktiebolag,5566839246,2019,10472,408,408,376,29,2461,0,1180,10472,2,420,0.039,0.2553,1.9508,0,Active,2019-12-31,0
129,3 Kyl & Vent. Aktiebolag,5566839246,2018,15385,1819,1817,1164,41,3639,0,1496,15402,3,1831,0.1182,0.2768,2.4325,0,Active,2018-12-31,0
130,3 Kyl & Vent. Aktiebolag,5566839246,2017,9819,370,370,209,19,3071,0,2181,9828,2,375,0.0377,0.0764,1.4081,0,Active,2017-12-31,0
131,3 Kyl & Vent. Aktiebolag,5566839246,2016,12609,1394,1395,1132,23,4020,0,2273,12609,3,1399,0.1106,0.2662,1.648,0,Active,2016-12-31,0
132,3 Kyl & Vent. Aktiebolag,5566839246,2015,6817,351,352,243,8,1848,0,914,6817,2,352,0.0516,0.224699999999999,1.7987,0,Active,2015-12-31,0
133,3 Kyl & Vent. Aktiebolag,5566839246,2014,6190,685,688,453,9,1416,0,313,6271,1,686,0.111,0.2325,4.524,0,Active,2014-12-31,0
134,3 Kyl & Vent. Aktiebolag,5566839246,2013,5992,173,180,179,10,1680,0,958,6026,1,174,0.0299,0.133,1.7537,0,Active,2013-12-31,0
135,3 Kyl & Vent. Aktiebolag,5566839246,2012,4464,183,187,163,10,1610,0,837,4464,1,190,0.0419,0.317,1.9235,0,Active,2012-12-31,0
136,3 Kyl & Vent. Aktiebolag,5566839246,2011,4065,393,400,290,17,1657,0,315,4065,2,409,0.0982,0.5397,5.2603,0,Active,2011-12-31,0
137,3 Kyl & Vent. Aktiebolag,5566839246,2010,3435,215,218,112,33,1328,0,292,3435,2,253,0.0632,0.5895,4.5479,0,Active,2010-12-31,0
138,3 Tak AB,5569389140,2019,18558,3636,2597,238,43,5817,628,4773,18717,1,3669,0.1959,0.2319,0.9487,0,Active,2019-12-31,0
139,3 Tak AB,5569389140,2018,13100,21,19,19,293,1886,1471,488,13248,6,78,0.0016,0.2767,3.1025,0,Active,2018-12-31,0
140,3 Tak AB,5569389140,2017,12298,-1312,-1325,-1277,162,2886,963,2033,12337,8,-1299,-1.0,0.4092,1.28729999999999,0,Active,2017-12-31,0
141,3 Tak AB,5569389140,2016,4380,65,64,48,10,1910,-3,1666,4380,8,68,0.0148,0.305,1.0198,0,Active,2016-12-31,0
142,3 Tak AB,5569389140,2015,302,193,193,113,13,254,0,59,302,1,195,0.6391,1.0,4.30509999999999,0,Active,2015-12-31,0
143,3 Tak AB,5569389140,2014,104,-2,-2,-2,0,65,2,15,104,1,-2,-1.0,0.8942,4.33329999999999,0,Active,2014-12-31,0
144,3-Stadsakustik AB,5565900130,2019,10120,1295,1291,1002,0,5169,98,3968,10153,6,1295,0.128,0.600499999999999,1.27569999999999,0,Active,2019-12-31,0
145,3-Stadsakustik AB,5565900130,2018,11120,2686,2771,1,0,3669,67,3501,11120,6,2686,0.2498,0.6776,1.0209,0,Active,2018-12-31,0
146,3-Stadsakustik AB,5565900130,2017,10064,832,831,1,1500,3045,116,3744,10077,6,832,0.0828999999999999,0.6583,0.7877,0,Active,2017-12-31,0
147,3-Stadsakustik AB,5565900130,2016,11108,3677,3676,21,1500,3517,0,4300,11153,5,3677,0.3311,0.697399999999999,0.8179,0,Active,2016-12-31,0
148,3-Stadsakustik AB,5565900130,2015,8931,-58,-117,1,1500,3413,0,4250,8931,5,-40,-1.0,0.6311,0.8031,0,Active,2015-12-31,0
149,3-Stadsakustik AB,5565900130,2014,8305,-503,-537,2,1518,2560,0,3416,8305,5,-495,-1.0,0.6501,0.7494,0,Active,2014-12-31,0
150,3-Stadsakustik AB,5565900130,2013,9672,826,790,407,1525,2501,0,2851,9672,7,837,0.0857,0.64,0.8772,0,Active,2013-12-31,0
151,3-Stadsakustik AB,5565900130,2012,10051,309,277,130,1536,1544,0,2526,10051,7,325,0.0322,0.5725,0.6112,0,Active,2012-12-31,0
152,3-Stadsakustik AB,5565900130,2011,9946,58,23,5,52,2756,0,2266,9946,7,80,0.0066,0.521,1.2162,0,Active,2011-12-31,0
153,3-Stadsakustik AB,5565900130,2010,9414,616,588,313,74,2607,0,2074,9414,7,648,0.066,0.6172,1.257,0,Active,2010-12-31,0
154,3-TEK LARM Aktiebolag,5564523966,2019,14212,3154,3157,2228,82,4879,0,2178,14212,12,3181,0.222199999999999,0.8378,2.1593,0,Active,2019-12-31,0
155,3-TEK LARM Aktiebolag,5564523966,2018,10814,1843,1846,1596,71,3442,0,1658,10814,10,1861,0.1709,0.8304,1.8872,0,Active,2018-12-31,0
156,3-TEK LARM Aktiebolag,5564523966,2017,8051,1355,1359,1196,0,2703,0,1044,8085,9,1383,0.1689,0.8589,2.56509999999999,0,Active,2017-12-31,0
157,3-TEK LARM Aktiebolag,5564523966,2016,8000,1200,1203,1055,33,2870,0,1066,8000,10,1238,0.150399999999999,0.8791,2.58069999999999,0,Active,2016-12-31,0
158,3-TEK LARM Aktiebolag,5564523966,2015,6997,987,1001,780,995,1745,0,1208,7066,9,1036,0.1432,0.8539,1.34599999999999,0,Active,2015-12-31,0
159,3-TEK LARM Aktiebolag,5564523966,2014,6006,719,754,780,1091,1512,0,699,6016,8,798,0.1257,0.8768,2.1273,0,Active,2014-12-31,0
160,3-TEK LARM Aktiebolag,5564523966,2013,6397,532,601,385,259,2266,0,852,6479,9,685,0.094,0.8939,2.63029999999999,0,Active,2013-12-31,0
161,3-TEK LARM Aktiebolag,5564523966,2012,5927,608,701,456,243,2128,9,749,5927,9,734,0.1183,0.8237,2.474,0,Active,2012-12-31,0
162,3-TEK LARM Aktiebolag,5564523966,2011,6260,778,-22,-355,364,1605,1,640,6290,8,886,0.1583,0.8267,2.4688,0,Active,2011-12-31,0
163,3-TEK LARM Aktiebolag,5564523966,2010,5899,726,766,482,1330,1644,432,784,5899,8,832,0.1343,0.8963,2.06509999999999,0,Active,2010-12-31,0
164,321 Bygg AB,5590056932,2015,1521,20,20,15,0,695,0,630,1521,0,47,0.0131,0.5345,1.1032,1,Inactive,2015-12-31,0
165,33ans Allservice AB,5566965835,2019,2601,612,584,80,202,892,68,603,3418,1,682,0.2353,0.6943,1.4793,0,Active,2019-12-31,0
166,33ans Allservice AB,5566965835,2017,4104,-34,-69,-76,192,630,227,422,4453,3,153,-1.0,0.6481,1.4929,0,Active,2017-12-31,0
167,33ans Allservice AB,5566965835,2016,3999,132,71,55,932,710,481,911,4089,2,476,0.033,0.6369,0.7794,0,Active,2016-12-31,0
168,33ans Allservice AB,5566965835,2015,5012,295,262,204,1681,1009,1153,1137,5012,3,481,0.0588999999999999,0.5768,0.8874,0,Active,2015-12-31,0
169,33ans Allservice AB,5566965835,2014,2500,155,146,128,530,475,407,335,2839,2,220,0.062,0.5156,1.4179,0,Active,2014-12-31,0
170,33ans Allservice AB,5566965835,2013,1786,-114,-128,-67,198,460,0,522,2063,2,-80,-1.0,0.7536,0.8812,0,Active,2013-12-31,0
171,33ans Allservice AB,5566965835,2012,663,179,177,101,152,615,0,504,667,0,183,0.27,0.9095,1.2202,0,Active,2012-12-31,0
172,346 Mark och JÃ¤rnvÃ¤g AB,5590607999,2019,4423,765,758,520,474,2100,0,1252,4423,2,843,0.1734,1.0,1.67729999999999,0,Active,2019-12-31,0
173,346 Mark och JÃ¤rnvÃ¤g AB,5590607999,2018,8063,346,318,145,196,1432,0,909,8063,2,407,0.0444,0.535,1.5754,0,Active,2018-12-31,0
174,346 Mark och JÃ¤rnvÃ¤g AB,5590607999,2017,2036,540,539,414,60,631,0,227,2036,1,555,0.2652,1.0,2.7797,0,Active,2017-12-31,0
175,3A Betong AB,5590256375,2019,15798,-191,-338,-255,531,5491,115,5713,16248,19,-123,-1.0,0.6849,0.9611,0,Active,2019-12-31,0
176,3A Betong AB,5590256375,2018,10192,583,548,425,484,2095,0,1897,10192,20,644,0.0572,0.8973,1.1044,0,Active,2018-12-31,0
177,3A Betong AB,5590256375,2017,8064,310,294,228,453,1722,213,1555,8064,17,345,0.0384,0.9515,1.1074,0,Active,2017-12-31,0
178,3A Betong AB,5590256375,2016,1844,336,335,196,26,570,0,267,1844,5,340,0.1822,0.994599999999999,2.1348,0,Active,2016-12-31,0
179,3BD Development AB,5569749459,2018,32654,-2746,-2813,-2813,25,4835,0,7237,32666,2,-2746,-1.0,0.217199999999999,0.246,1,Inactive,2018-12-31,0
180,3BD Development AB,5569749459,2015,25,-21,-21,-21,0,31,0,2,25,2,-21,-1.0,0.56,15.5,0,Inactive,2015-12-31,0
181,3Bygg & Fastighetsservice Sthlm AB,5569182438,2018,12532,-201,-352,97,406,1809,304,1394,12532,24,-88,-1.0,0.967,1.2977,0,Active,2018-12-31,0
182,3Bygg & Fastighetsservice Sthlm AB,5569182438,2017,14032,1879,1862,1069,491,3097,588,1380,14144,20,1956,0.1339,0.9117,2.24419999999999,0,Active,2017-12-31,0
183,3Bygg & Fastighetsservice Sthlm AB,5569182438,2016,7185,376,377,283,125,839,0,498,7254,12,400,0.0523,0.9687,1.6847,0,Active,2016-12-31,0
